time,F1,Pa,Pr,Td,Tg,Tst,Tcnd1,Tcnd2,Tgpz_a,Tgpz_b,Tgpz_v,Tgpz_g,Tturb_a,Tturb_b,Tturb_v,Tturb_g,Fr,seg,dPa,transient,resid_prism
2015-04-19 14:00:00,19.290661,284.40802,22.050596,38.341,31.944731,50.280975,16.992,22.046,538.77,543.604,541.04,540.674,542.944,549.902,539.941,548.877,50.000568,2,0.0992130000000202,False,
2015-04-19 15:00:00,19.295919,284.403809,22.439619,38.382332,31.983707,50.321667,16.992,22.046,539.429,542.798,541.699,543.091,543.311,550.488,541.187,549.316,50.002605,2,-0.004210999999997966,False,
2015-04-19 16:00:00,19.294416,284.577881,21.060678,38.423664,32.020969,50.364498,17.212,22.217,538.403,543.091,541.187,541.626,539.063,546.313,536.06,545.361,50.001324,2,0.17407199999996692,False,
2015-04-19 17:00:00,19.305683,284.733398,77.421005,38.886677,32.658306,51.720119,17.285,22.266,540.381,542.578,542.505,543.896,538.843,546.021,537.598,544.336,50.001499,2,0.15551700000003166,False,
2015-04-19 18:00:00,19.308685,284.762421,81.160789,39.293793,33.063065,52.787914,16.968,22.021,537.451,541.992,538.403,544.995,542.798,549.316,542.944,542.432,50.002571,2,0.029022999999995136,False,
2015-04-19 19:00:00,19.309437,284.82016,80.560791,39.301716,33.152157,52.805904,17.212,22.266,540.161,543.677,542.212,543.091,541.846,549.463,543.75,542.139,50.000679,2,0.057738999999969565,False,
2015-04-19 20:00:00,19.308685,284.708435,80.390755,39.390163,33.216831,52.993507,17.139,22.168,539.355,543.164,539.355,543.823,543.823,551.367,540.82,547.632,50.001713,2,-0.11172499999997854,False,
2015-04-19 21:00:00,19.305683,284.606354,77.725456,38.673588,32.240696,52.145439,17.285,22.266,539.941,544.116,543.018,544.116,539.063,547.266,535.84,544.336,50.003464,2,-0.10208099999999831,False,
2015-04-19 22:00:00,19.310188,284.704193,60.135723,37.928104,31.62435,50.941868,17.31,22.29,537.378,541.553,539.648,544.482,539.941,544.556,544.556,541.479,50.001106,2,0.09783899999996493,False,
2015-04-19 23:00:00,19.307936,284.335114,32.054817,36.769718,30.629797,49.285568,17.212,22.217,540.674,542.651,541.846,543.237,541.772,546.68,540.601,547.559,49.996933,2,-0.36907899999999927,False,
2015-04-20 00:00:00,19.304932,233.804367,16.143265,36.015102,30.491421,47.812325,12.085,16.602,541.699,545.508,544.263,545.068,539.868,547.485,542.432,540.674,50.008247,2,-50.53074699999996,True,
2015-04-20 01:00:00,19.295168,161.213791,-0.308014,36.136024,29.396673,44.359493,9.644,12.988,538.916,541.553,538.037,542.139,550.635,550.854,545.068,550.122,50.000645,2,-72.59057600000003,True,
2015-04-20 02:00:00,19.301928,134.852188,10.882864,37.307472,29.962908,43.718735,9.424,12.598,542.212,545.581,541.846,545.581,548.438,548.73,546.533,551.44,49.999859,2,-26.361602999999974,True,
2015-04-20 03:00:00,19.304932,134.768112,13.425314,37.799606,30.254164,44.119637,9.473,12.695,541.406,544.702,542.725,543.97,542.358,541.626,538.623,538.989,50.001572,2,-0.08407600000001025,False,
2015-04-20 04:00:00,19.299675,134.390274,-13.1992,37.842438,30.202765,43.850655,9.473,12.671,538.403,543.164,541.846,543.384,545.874,545.508,539.429,541.04,50.007675,2,-0.377837999999997,False,
2015-04-20 05:00:00,19.293667,134.822372,-6.774527,37.733006,30.155222,43.669476,9.473,12.744,540.308,544.189,543.604,543.018,543.384,544.336,537.378,539.941,49.999355,2,0.4320979999999963,False,
2015-04-20 06:00:00,19.291412,134.835098,-5.718733,37.721439,30.176638,43.649773,9.497,12.817,543.823,545.654,545.801,546.533,543.97,546.094,538.696,542.212,49.998325,2,0.01272599999998647,False,
2015-04-20 07:00:00,19.286156,216.128189,16.534832,37.444534,30.897495,45.634167,16.577,21.558,539.136,537.671,538.843,540.381,544.702,548.364,548.511,544.189,49.994434,2,81.293091,True,
2015-04-20 08:00:00,19.302677,284.341492,41.380699,36.037941000000004,31.655188,49.287281,16.968,22.021,535.913,540.894,538.55,540.747,546.313,552.612,541.846,549.829,50.003105,2,68.21330300000002,True,
2015-04-20 09:00:00,19.301176,285.091766,58.077549,36.25724,31.937449,49.948601,17.188,22.217,539.209,543.823,541.26,541.846,540.747,546.24,543.457,540.381,49.989147,2,0.7502739999999903,False,
2015-04-20 10:00:00,19.315445,284.640717,64.939316,35.997036,31.746847,50.293827,16.333,21.704,538.257,542.578,540.454,540.601,543.237,547.559,548.438,539.575,49.997181,2,-0.4510490000000118,False,
2015-04-20 11:00:00,19.314693,284.753815,66.492737,36.160439,31.941303,50.453159,16.333,21.704,540.161,544.775,540.527,542.944,543.457,547.485,548.511,539.868,49.994789,2,0.11309799999997949,False,
2015-04-20 12:00:00,19.321453,284.650482,62.140484,36.171791,31.960577,50.530685,16.333,21.655,540.381,541.26,542.065,542.285,542.139,546.68,547.266,539.063,49.996716,2,-0.1033329999999637,False,
2015-04-20 13:00:00,19.320702,284.549194,25.35774,36.016312,31.640625,49.720737,16.333,21.655,539.575,543.97,542.578,543.97,544.189,548.145,549.243,540.894,49.996433,2,-0.10128800000001092,False,
2015-04-20 14:00:00,19.306433,284.494843,23.952093,35.874966,31.415758,49.176346,16.431,21.704,540.308,541.187,542.798,542.944,541.333,545.947,546.387,538.33,49.997215,2,-0.05435099999999693,False,
2015-04-20 15:00:00,19.307184,284.769714,21.577892,35.868969,31.401196,49.134373,16.357,21.704,540.454,543.896,541.333,542.725,543.384,547.412,548.291,540.308,49.996433,2,0.27487100000001874,False,
2015-04-20 16:00:00,19.309437,284.568542,17.57015,35.83342,31.350655,49.090683,16.406,21.729,537.964,541.479,539.868,541.846,541.479,545.435,539.136,546.387,49.996468,2,-0.20117200000004232,False,
2015-04-20 17:00:00,19.316948,284.559631,12.721155,35.810932,31.334806,49.070126,16.406,21.729,539.722,542.505,540.308,544.189,542.505,547.266,540.674,547.266,49.998356,2,-0.008910999999955038,False,
2015-04-20 18:00:00,19.313944,284.712585,5.489949,35.779881,31.288549,49.031147,16.357,21.704,536.865,543.018,541.113,541.333,542.285,546.68,545.728,542.944,49.995609,2,0.15295399999996562,False,
2015-04-20 19:00:00,19.314693,284.665344,4.904188,35.75782,31.249571,49.00502,16.357,21.704,539.063,541.919,541.553,541.333,543.384,547.192,540.967,547.778,49.99522,2,-0.047240999999985434,False,
2015-04-20 20:00:00,19.314693,284.563995,7.566817,35.758251,31.243576,49.005875,16.333,21.655,537.085,540.308,540.674,541.553,543.164,547.339,545.874,543.53,49.996681,2,-0.10134900000002744,False,
2015-04-20 21:00:00,19.309437,284.648254,14.773988,35.829777,31.321529,49.086399,16.357,21.729,539.063,541.553,541.772,542.944,543.091,547.339,546.826,543.018,49.996895,2,0.08425900000003139,False,
2015-04-20 22:00:00,19.310188,283.206116,7.292632,35.760391,31.279554,49.060272,16.235,21.533,541.113,544.922,543.311,545.068,542.212,546.46,546.313,541.919,50.014385,2,-1.442138,False,
2015-04-20 23:00:00,19.312441,283.815979,-0.787839,35.638535,31.176758,48.930492,16.309,21.655,537.598,542.065,542.505,544.116,543.677,547.998,548.218,543.75,50.002392,2,0.6098630000000185,False,
2015-04-21 00:00:00,19.315445,205.442749,-11.162374,35.631889,30.511038,46.688408,9.253,13.062,540.234,542.871,542.944,547.339,539.722,546.606,544.263,541.699,49.996586,2,-78.37323000000004,True,
2015-04-21 01:00:00,19.31094,134.887405,-32.380638,36.137524,31.217447,44.694012,8.911,12.427,539.063,542.285,543.237,544.336,543.311,548.364,549.023,545.361,49.996147,2,-70.55534399999999,True,
2015-04-21 02:00:00,19.307936,134.893356,-28.030161,35.879677,31.12793,44.627621,8.887,12.28,541.187,544.043,543.384,544.775,548.877,553.931,553.271,549.609,49.99522,2,0.005951000000010254,False,
2015-04-21 03:00:00,19.301928,134.813705,-19.312298,35.574715,30.964314,44.320946,8.838,12.354,540.088,542.725,542.798,545.215,546.46,550.928,550.708,547.559,49.997253,2,-0.07965100000001257,False,
2015-04-21 04:00:00,19.296669,134.684799,-19.076391,35.580711,30.998577,44.322659,8.813,12.354,538.77,542.212,540.967,542.139,547.852,553.345,552.319,548.657,50.000359,2,-0.12890600000000063,False,
2015-04-21 05:00:00,19.288408,134.68454,-23.0236,35.575146,30.983158,44.349216,8.74,12.256,539.136,542.432,541.626,542.798,548.438,553.638,552.905,548.877,50.001465,2,-0.0002589999999997872,False,
2015-04-21 06:00:00,19.292915,133.663574,-24.73192,35.498905,30.908632,44.275974,8.691,12.28,541.553,544.629,542.065,542.725,549.243,554.883,553.931,550.342,50.014992,2,-1.0209659999999872,False,
2015-04-21 07:00:00,19.287659,134.516159,-15.326811,35.432514,30.922338,44.245132,8.765,12.402,540.308,543.604,543.091,542.432,545.215,550.781,549.976,547.998,50.00214,2,0.8525849999999764,False,
2015-04-21 08:00:00,19.28916,215.31749,34.39341,35.462067,31.348942,46.130585,15.771,21.118,538.257,541.26,540.527,542.798,541.26,546.094,545.581,540.967,50.003426,2,80.801331,True,
2015-04-21 09:00:00,19.313192,284.489227,87.290802,36.359177,31.750275,50.450161,16.089,21.484,541.406,543.823,539.648,543.896,539.648,545.361,545.654,540.747,50.000286,2,69.17173700000004,True,
2015-04-21 10:00:00,19.307936,284.71521,60.891514,36.070919,31.66247,50.246712,15.991,21.484,539.868,541.846,542.139,541.187,545.581,549.683,548.95,544.336,49.998753,2,0.22598299999998517,False,
2015-04-21 11:00:00,19.313944,284.640686,57.38496,35.975407,31.602505,50.113503,16.089,21.558,540.161,541.772,542.065,541.187,544.336,548.145,547.119,542.505,50.000679,2,-0.0745239999999967,False,
2015-04-21 12:00:00,19.307936,284.535797,53.666538,35.950565,31.584515,50.060822,16.089,21.558,539.941,542.358,542.285,542.358,545.288,549.756,548.584,543.384,50.002747,2,-0.10488900000001422,False,
2015-04-21 13:00:00,19.31094,284.39743,52.572468,35.992325,31.639769,50.106651,16.235,21.631,537.305,540.454,539.868,541.699,543.53,548.218,546.899,542.212,50.003822,2,-0.13836700000001656,False,
2015-04-21 14:00:00,19.314693,284.718872,58.366867,36.172432,31.78668,50.312244,16.26,21.655,538.403,541.846,540.454,542.432,543.823,547.778,546.68,542.065,50.00211,2,0.32144199999999046,False,
2015-04-21 15:00:00,19.308685,274.849762,57.717903,36.328125,31.938305,50.532398,16.357,21.729,537.158,540.161,539.355,540.454,543.896,548.071,546.46,541.699,50.000645,2,-9.869109999999978,False,
2015-04-21 16:00:00,19.313944,284.692841,52.361485,36.065781,31.681744,50.296825,16.357,21.704,538.257,542.505,540.088,541.846,543.311,547.705,545.947,541.187,50.001499,2,9.843078999999989,False,
2015-04-21 17:00:00,19.316948,284.722595,42.846882,35.902378,31.554962,50.090805,16.431,21.777,538.33,541.846,540.894,543.53,543.384,546.167,538.33,544.409,50.002747,2,0.02975400000002537,False,
2015-04-21 18:00:00,19.323708,284.451965,35.247124,35.68972,31.410191,49.845806,16.357,21.729,538.037,541.479,539.063,541.846,545.068,548.145,546.826,541.626,50.006321,2,-0.27063000000003967,False,
2015-04-21 19:00:00,19.329716,284.653412,34.09964,35.634251,31.338234,49.783699,16.333,21.704,540.161,542.139,539.282,542.065,546.094,549.829,547.632,542.358,50.002998,2,0.20144700000003013,False,
2015-04-21 20:00:00,19.334972,284.697784,36.003807,35.627399,31.325811,49.775562,16.357,21.729,537.378,542.798,541.626,543.091,544.482,548.071,541.626,547.046,50.003246,2,0.04437200000000985,False,
2015-04-21 21:00:00,19.331968,284.867462,44.647781,35.693146,31.356651,49.869362,16.333,21.729,537.671,542.139,542.065,542.212,544.482,548.438,547.119,541.992,49.998787,2,0.16967799999997624,False,
2015-04-21 22:00:00,19.321453,284.074127,44.282795,35.625687,31.328382,49.848804,16.162,21.558,538.403,541.992,539.795,542.578,544.922,549.023,547.559,541.699,50.008961,2,-0.7933350000000132,False,
2015-04-21 23:00:00,19.311691,284.941986,18.465704,35.476845,31.080387,49.475739,16.309,21.655,539.648,542.505,540.82,543.164,543.896,549.976,542.944,548.804,49.998356,2,0.8678590000000099,False,
2015-04-22 00:00:00,19.301928,205.801651,5.079655,35.548183,30.687605,47.20459,9.229,13.232,542.212,541.04,541.992,546.313,543.75,545.801,541.479,542.578,50.000942,2,-79.140335,True,
2015-04-22 01:00:00,19.307936,134.971573,-15.805746,34.188038,30.32098,43.69175,8.887,12.402,539.136,542.065,542.139,542.651,543.164,548.73,548.804,545.068,50.001354,2,-70.83007799999999,True,
2015-04-22 02:00:00,19.285404,134.786255,-45.902096,34.484436,30.542849,43.441612,8.838,12.354,540.674,544.556,541.553,544.409,545.361,550.635,550.195,546.313,50.003677,2,-0.1853179999999952,False,
2015-04-22 03:00:00,19.286907,134.744751,-47.435932,34.477795,30.43577,43.320396,8.838,12.354,541.992,545.288,541.846,544.336,545.801,551.147,549.976,547.266,49.994896,2,-0.041504000000003316,False,
2015-04-22 04:00:00,19.286907,134.615479,-49.030308,34.461521,30.403217,43.287846,8.813,12.28,539.355,542.212,541.26,543.604,545.288,551.001,549.756,546.533,49.999107,2,-0.1292720000000145,False,
2015-04-22 05:00:00,19.280899,134.712296,-50.970081,34.467087,30.37966,43.296841,8.838,12.402,539.209,542.285,541.626,544.629,544.849,550.708,549.536,546.533,49.997463,2,0.0968170000000157,False,
2015-04-22 06:00:00,19.277895,134.230453,-52.187893,34.46302,30.353104,43.295555,8.838,12.476,542.358,545.361,544.189,544.409,546.606,552.173,551.514,547.998,50.005638,2,-0.4818429999999978,False,
2015-04-22 07:00:00,19.285404,134.758942,-41.623726,34.416119,30.350105,43.241589,8.887,12.427,538.33,541.553,542.212,542.432,540.82,546.094,542.432,544.995,49.996288,2,0.5284889999999791,False,
2015-04-22 08:00:00,19.286156,216.44278,45.024342,33.58604,30.782707,45.743385,15.942,21.118,540.527,543.311,542.578,544.043,542.871,546.826,543.53,539.502,49.99918,2,81.68383800000001,True,
2015-04-22 09:00:00,19.309437,284.682495,101.398911,35.163532,32.344776,50.835648,16.309,21.631,539.941,543.311,541.699,543.457,541.406,545.728,546.24,541.919,49.997501,2,68.23971500000002,True,
2015-04-22 10:00:00,19.315445,284.567444,107.799553,36.012241,33.021946,52.210114,16.333,21.655,539.575,544.263,541.772,544.189,540.967,545.654,545.581,541.699,50.003036,2,-0.11505099999999402,False,
2015-04-22 11:00:00,19.315445,284.697662,104.489731,35.863186,32.874176,52.174992,16.406,21.704,540.088,544.043,541.919,544.629,540.454,544.336,544.995,540.674,50.003853,2,0.13021799999995665,False,
2015-04-22 12:00:00,19.322956,284.601501,101.267159,35.457355,32.516533,51.761238,16.357,21.704,539.868,543.75,542.065,539.502,541.772,545.654,545.288,544.629,50.003746,2,-0.09616099999999506,False,
2015-04-22 13:00:00,19.328213,284.751373,100.136589,35.424591,32.509251,51.706844,16.431,21.802,537.231,541.553,541.626,541.333,542.285,546.167,547.852,543.237,49.998787,2,0.14987200000001621,False,
2015-04-22 14:00:00,19.338726,284.837555,103.204269,35.56208,32.601341,51.894016,16.431,21.802,537.378,540.381,539.429,541.187,541.479,545.435,541.992,547.192,49.997643,2,0.08618200000000797,False,
2015-04-22 15:00:00,19.334221,284.706482,100.135696,35.580498,32.661304,51.926998,16.504,21.802,536.792,540.674,538.916,540.894,541.479,544.995,547.192,542.285,50.001606,2,-0.13107300000001487,False,
2015-04-22 16:00:00,19.331968,284.71814,96.918465,35.5518,32.669014,51.876026,16.577,21.851,538.989,541.406,542.578,540.747,541.26,545.068,545.288,541.699,50.001961,2,0.01165800000001127,False,
2015-04-22 17:00:00,19.334221,284.670807,93.162651,35.48584,32.666016,51.831055,16.553,21.802,541.04,543.457,542.944,544.556,543.311,547.192,545.728,541.919,49.989826,2,-0.04733299999998053,False,
2015-04-22 18:00:00,19.334221,284.670807,93.162651,35.48584,32.666016,51.831055,16.504,21.802,538.843,543.018,539.868,540.967,545.215,548.438,547.705,543.823,49.989826,2,0.0,False,
2015-04-22 19:00:00,19.321453,284.670807,93.162651,35.48584,32.666016,51.831055,16.431,21.777,540.015,543.677,542.212,542.358,546.094,549.829,548.291,544.409,49.989826,2,0.0,False,
2015-04-22 20:00:00,19.322205,284.670807,93.162651,35.48584,32.666016,51.831055,16.504,21.802,536.865,540.894,540.82,538.77,544.336,548.291,543.677,545.947,49.989826,2,0.0,False,
2015-04-22 21:00:00,19.311691,284.735687,90.636223,35.349205,32.538807,51.647308,16.333,21.631,536.792,542.432,540.527,541.04,546.313,549.902,542.212,548.877,49.997143,2,0.06487999999995964,False,
2015-04-22 22:00:00,19.310188,285.089417,84.873871,35.26804,32.458282,51.564213,16.309,21.631,539.136,543.164,541.992,543.75,546.899,550.488,543.091,549.609,49.994362,2,0.3537300000000414,False,
2015-04-22 23:00:00,19.298172,284.874573,35.407364,34.779758,31.987133,50.728996,16.162,21.533,540.234,543.604,540.527,541.04,547.119,550.854,542.651,549.39,50.001534,2,-0.2148440000000278,False,
2015-04-23 00:00:00,19.296669,205.824478,7.817015,36.983818,30.827549,47.656685,9.497,13.33,541.553,542.358,541.626,546.533,537.964,543.018,535.84,539.282,49.999233,2,-79.050095,True,
2015-04-23 01:00:00,19.295919,134.838211,-1.420781,33.300354,29.4228,43.526848,9.082,12.622,539.063,542.725,541.479,543.091,540.088,546.094,545.654,543.677,49.997288,2,-70.986267,True,
2015-04-23 02:00:00,19.303429,134.871292,-4.859677,33.387516,30.497875,43.510998,8.936,12.427,540.381,544.482,542.798,544.556,543.677,549.463,548.145,547.046,49.992077,2,0.03308100000000991,False,
2015-04-23 03:00:00,19.295919,135.062057,-5.466803,33.933407,30.906918,44.13163,8.96,12.476,538.916,543.091,540.894,542.871,543.604,549.829,547.925,547.119,49.996502,2,0.19076499999999896,False,
2015-04-23 04:00:00,19.298172,134.39119,-5.280748,33.87751,30.862801,44.103363,9.009,12.476,540.015,542.505,541.846,543.823,543.823,549.536,548.511,546.753,50.007351,2,-0.6708670000000154,False,
2015-04-23 05:00:00,19.286156,134.701981,-7.176013,33.834034,30.806692,44.073807,8.96,12.5,542.798,544.995,543.896,546.533,544.336,550.562,549.023,547.778,50.00214,2,0.3107909999999947,False,
2015-04-23 06:00:00,19.28916,134.568314,-6.451379,33.827183,30.79941,44.066097,8.96,12.476,539.722,543.164,541.187,544.116,545.215,549.609,548.804,547.705,50.006142,2,-0.13366700000000264,False,
2015-04-23 07:00:00,19.283903,135.276093,0.548372,33.891216,30.846954,44.10936,9.033,12.598,540.308,545.654,541.626,542.432,541.772,546.899,543.53,545.361,49.996147,2,0.7077790000000164,False,
2015-04-23 08:00:00,19.293667,217.355377,43.439762,32.025467,30.72574,45.820484,16.064,21.24,539.136,543.091,542.578,540.381,540.967,545.288,544.482,540.015,50.001534,2,82.079284,True,
2015-04-23 09:00:00,19.305683,285.580231,98.811058,34.841866,31.407621,50.232147,16.309,21.655,538.11,540.894,540.527,541.699,541.187,545.728,545.728,541.772,49.986439,2,68.22485400000002,True,
2015-04-23 10:00:00,19.319952,284.670441,101.400696,35.402962,31.886908,51.211708,16.333,21.704,537.378,542.725,541.406,542.944,541.113,545.801,545.288,541.919,50.002892,2,-0.9097900000000436,False,
2015-04-23 11:00:00,19.328213,284.797394,100.381401,35.456287,32.02911,51.475124,16.479,21.802,539.941,541.846,542.432,540.381,538.916,543.75,544.043,540.82,50.000179,2,0.12695300000001453,False,
2015-04-23 12:00:00,19.329716,284.765442,102.382599,35.597202,32.167885,51.665295,16.626,21.851,539.868,542.798,540.454,541.992,538.184,543.311,538.989,543.75,50.002747,2,-0.031951999999989766,False,
2015-04-23 13:00:00,19.32596,279.861206,99.789406,35.678581,32.268108,51.762524,16.699,21.875,538.843,543.823,540.161,544.263,540.454,545.288,539.355,546.021,50.001392,2,-4.904236000000026,False,
2015-04-23 14:00:00,19.322956,284.812347,104.499527,35.882248,32.36919,51.966404,16.772,21.973,538.037,540.234,539.063,545.947,538.916,543.823,540.601,544.556,50.002785,2,4.951141000000007,False,
2015-04-23 15:00:00,19.330465,284.496582,100.5541,35.783733,32.130619,51.703415,16.65,21.851,537.085,540.161,537.305,541.113,538.037,542.651,538.696,544.849,50.006531,2,-0.31576499999999896,False,
2015-04-23 16:00:00,19.332718,284.30542,92.1576,35.498047,31.926741,51.342773,16.65,21.924,538.33,542.285,541.699,539.941,539.063,543.823,539.355,546.094,50.007957,2,-0.19116199999996297,False,
2015-04-23 17:00:00,19.329716,284.188263,80.972954,35.178093,31.698019,50.929874,16.504,21.777,538.403,540.381,541.04,540.381,538.33,543.237,538.037,545.435,50.008495,2,-0.11715700000002016,False,
2015-04-23 18:00:00,19.339478,284.176117,77.016846,34.937164,31.491999,50.606495,16.479,21.777,540.747,543.823,541.113,538.403,539.868,545.215,542.944,545.361,50.011242,2,-0.012146000000029744,False,
2015-04-23 19:00:00,19.336473,283.198456,75.605858,34.912109,31.420898,50.537109,16.406,21.729,537.305,539.868,539.282,542.065,539.648,544.116,545.801,542.212,50.020344,2,-0.977660999999955,False,
2015-04-23 20:00:00,19.336473,283.614075,81.867622,34.988136,31.473152,50.675026,16.357,21.729,537.451,541.26,540.454,541.772,539.648,544.775,545.874,542.725,50.015171,2,0.4156189999999924,False,
2015-04-23 21:00:00,19.334221,284.876526,102.617615,35.317081,31.683456,51.229271,16.309,21.655,538.77,542.212,540.381,543.384,540.967,545.801,547.046,543.091,49.999859,2,1.2624509999999987,False,
2015-04-23 22:00:00,19.319201,284.393982,50.793819,34.812954,31.22216,50.280975,16.333,21.655,540.234,543.018,540.234,543.091,540.308,545.142,546.826,542.285,50.001644,2,-0.4825440000000185,False,
2015-04-23 23:00:00,19.322205,284.390594,35.169678,34.068966,30.576258,48.89537,16.235,21.558,541.919,545.142,542.944,544.189,541.992,546.46,547.266,543.311,50.00182,2,-0.003387999999972635,False,
2015-04-24 00:00:00,19.320702,204.124786,13.671395,36.705017,30.652727,47.232491,9.229,13.306,541.699,544.922,543.604,546.899,540.308,546.533,543.896,539.648,50.000038,2,-80.26580800000002,True,
2015-04-24 01:00:00,19.313944,134.519257,-0.779827,35.211502,28.820158,43.562824,8.691,12.28,542.798,545.874,542.065,544.336,547.339,552.905,551.88,549.756,50.003822,2,-69.60552899999999,True,
2015-04-24 02:00:00,19.31094,134.687393,-3.139784,33.360958,28.961502,42.01746,8.765,12.28,542.578,546.094,544.263,545.581,546.24,552.1,550.342,548.804,50.001392,2,0.16813599999997564,False,
2015-04-24 03:00:00,19.301176,134.565689,-5.512204,35.108494,31.018709,44.003136,8.74,12.28,539.941,542.871,540.967,542.725,546.094,551.733,549.902,548.657,50.005638,2,-0.12170399999999404,False,
2015-04-24 04:00:00,19.291412,134.503571,-6.596484,35.778809,31.616211,44.775391,8.74,12.28,541.479,545.068,543.457,543.53,546.899,552.173,550.635,549.536,50.008137,2,-0.06211799999999812,False,
2015-04-24 05:00:00,19.295919,134.503571,-6.596484,35.778809,31.616211,44.775391,8.74,12.329,539.429,542.285,541.333,542.944,546.753,551.66,550.195,549.243,50.008137,2,0.0,False,
2015-04-24 06:00:00,19.291412,134.671738,-5.101815,36.10947,31.88348,45.159592,8.74,12.329,541.479,544.849,544.629,544.556,545.654,551.367,549.976,549.756,50.003605,2,0.16816700000001106,False,
2015-04-24 07:00:00,19.298172,134.969223,3.057884,35.813503,30.874367,44.86705,8.765,12.256,540.747,543.604,540.967,543.237,544.702,549.097,544.922,549.023,50.000748,2,0.29748499999999467,False,
2015-04-24 08:00:00,19.28916,216.184692,32.641468,34.247574,29.148249,44.777103,15.698,20.972,540.234,542.725,541.992,541.553,543.53,545.874,546.606,541.992,50.001675,2,81.21546900000001,True,
2015-04-24 09:00:00,19.310188,284.765808,91.130295,36.419144,32.065086,50.339657,16.26,21.606,537.671,544.189,542.651,544.409,538.037,543.823,540.454,546.24,49.996574,2,68.58111599999998,True,
2015-04-24 10:00:00,19.323708,284.426636,109.51944,37.009792,32.308372,51.967258,16.26,21.606,538.916,541.26,541.772,540.674,543.53,546.68,541.479,547.192,50.003067,2,-0.3391720000000191,False,
2015-04-24 11:00:00,19.320702,284.61911,111.904327,37.225662,32.478413,52.291496,16.357,21.704,539.355,541.333,541.479,542.065,540.601,545.068,539.868,546.167,50.002033,2,0.19247400000000425,False,
2015-04-24 12:00:00,19.321453,284.494781,106.918236,37.211102,32.53281,52.325333,16.406,21.655,540.308,543.604,541.406,545.581,542.358,546.167,540.454,546.753,50.004353,2,-0.12432899999998881,False,
2015-04-24 13:00:00,19.328213,284.091278,94.17572,36.898216,32.374332,51.895729,16.406,21.704,538.55,543.604,542.944,543.75,543.677,547.046,548.071,543.457,50.011242,2,-0.4035030000000006,False,
2015-04-24 14:00:00,19.331968,284.502808,95.332108,36.788994,32.205147,51.578777,16.626,21.851,538.55,544.263,542.725,544.556,541.187,545.654,539.795,546.24,50.001606,2,0.4115300000000275,False,
2015-04-24 15:00:00,19.332718,284.836395,94.358215,36.809982,32.206005,51.588627,16.626,21.875,538.623,543.75,539.648,541.333,541.699,545.068,545.874,539.941,49.994286,2,0.3335869999999659,False,
2015-04-24 16:00:00,19.331968,284.69809,91.127625,36.80827,32.249264,51.592911,16.65,21.851,541.26,541.26,541.772,540.82,541.406,547.046,546.46,539.941,50.002281,2,-0.13830500000000256,False,
2015-04-24 17:00:00,19.335724,284.197998,80.764648,36.687267,32.197865,51.460987,16.504,21.704,537.744,542.578,538.477,540.82,540.381,545.142,545.435,538.843,50.009747,2,-0.5000919999999951,False,
2015-04-24 18:00:00,19.343233,284.867279,78.851578,36.391945,32.01326,51.108913,16.699,21.875,536.719,543.53,542.944,543.896,542.725,547.632,546.973,540.454,49.998714,2,0.6692810000000122,False,
2015-04-24 19:00:00,19.337976,284.628876,85.240639,36.62859,32.150749,51.393742,16.626,21.851,542.285,542.725,542.505,544.702,540.674,546.68,545.654,539.282,50.002605,2,-0.23840300000000525,False,
2015-04-24 20:00:00,19.337976,284.671082,87.755493,36.649364,32.156319,51.451565,16.626,21.851,539.795,544.409,541.626,543.604,541.553,544.336,545.068,538.477,49.999928,2,0.042206000000021504,False,
2015-04-24 21:00:00,19.337225,284.822144,89.218117,36.664352,32.187584,51.491398,16.65,21.875,537.964,541.479,539.209,541.406,540.674,545.361,538.989,543.896,49.999355,2,0.1510619999999676,False,
2015-04-24 22:00:00,19.315445,284.564636,33.286873,36.280155,31.70787,50.53154,16.553,21.802,537.158,540.015,536.719,542.871,541.553,546.826,541.479,543.823,50.003784,2,-0.257507999999973,False,
2015-04-24 23:00:00,19.321453,284.553284,11.735688,35.504898,30.935616,49.085972,16.406,21.704,537.378,544.263,540.234,541.479,541.772,548.804,545.288,539.282,50.000927,2,-0.011351999999988038,False,
2015-04-25 00:00:00,19.325209,205.610458,0.62431,36.916023,30.069841,46.79958,9.399,13.232,541.846,542.725,543.75,547.778,540.454,544.849,544.702,540.82,50.005413,2,-78.94282600000003,True,
2015-04-25 01:00:00,19.324457,134.37233,-13.455582,38.993755,31.305681,45.151024,8.96,12.524,539.868,543.677,543.384,543.384,541.699,546.606,549.17,547.705,50.006889,2,-71.23812799999999,True,
2015-04-25 02:00:00,19.312441,133.234894,-12.252012,38.951996,31.130072,45.264099,8.813,11.938,541.772,545.215,542.725,543.896,540.894,544.702,548.584,545.215,50.008282,2,-1.137436000000008,False,
2015-04-25 03:00:00,19.301928,133.216583,-12.279609,38.952637,31.12793,45.263672,9.985,12.524,541.04,543.896,541.113,539.941,541.626,544.922,545.288,543.237,50.008137,2,-0.01831099999998287,False,
2015-04-27 09:00:00,19.271887,170.817795,41.691383,37.001869,27.316767,41.394257,17.627,20.166,543.75,545.435,543.823,543.53,546.753,551.294,540.674,545.215,49.993397,3,,,
